title,link,event,,,,,,,,,,,,,,,
Utilizing the Price-Earnings Ratio for DeFi Tokens,https://mirror.xyz/0xA83c4F07Cc7f4682215BeCd389EC28176aB18546/0OdkunO45_rbRPoFr0FLJNNSYYzP2CvwkHpeITKzvog,,,,,,,,,,,,,,,,
Unbelievable,https://mirror.xyz/0xD310A932Cb1dB29cDEFF5a7b6fc34ac7B4f0ED8C/1SKozwdo7k_cf6_NuHYNvyzYnaUiwO4ZQGLa-vQxTUE,,,,,,,,,,,,,,,,
"2022第一季度必须是GameFi爆发,附60个项目评估",https://mirror.xyz/0x63d2654Db24c645194364B01F670FaAf97207a43/N8xhBaR5fnNkHFPxnhKMmcUTrPZH1Pz-9cpFFw-KDX8,,,,,,,,,,,,,,,,
RisingSlime AMA with Crypto Royals-RisingSlime Project Overview in Crypto Royals Community(Recap),https://mirror.xyz/0x80fF54dCBC4810C8AE4C78A2f84D5eF37f4aAb2e/FJ7WHSVVaxAfyDQKmnmbs2MRQ_VP56ZA-OKxSTlXWw4,,,,,,,,,,,,,,,,
Hello World,https://mirror.xyz/0x33b8287511ac7F003902e83D642Be4603afCd876/tfGZ5y_0g0zUNiYgS2sTBC7WQojCdZJNoAsUJKRApf4,,,,,,,,,,,,,,,,
为什么一定要投资比特币,https://mirror.xyz/0x780bDFe4B47103936bbB234977d2f8aaabc61099/X72bKopSxSl2y0sqhMFmGf8phDS7pv5C_585FeLTnK8,,,,,,,,,,,,,,,,
Dairy 10182021,https://mirror.xyz/0x4839460F05b2a8fC1b615e0523EbC46eFba75420/4VHYe-MiUeFFDLw-CmIWO7Rrv0HE7MlYUpMq1uXXMbE,,,,,,,,,,,,,,,,
New Memoirs,https://v.mirror.xyz/EO9KYw-i_y6d0T9cuO4GpnwJXLtRvicDGRXtdXzuBbo,,,,,,,,,,,,,,,,
FOMO NFT - DekanBro,https://mirror.xyz/0xCED608Aa29bB92185D9b6340Adcbfa263DAe075b/g0N2iuLqYWsQPVHUsqipdKOurDRMuQ39UN6-VctHyR8,,,,,,,,,,,,,,,,
三期？什么三期？,https://mirror.xyz/0x8C080bCaa37F1983414c577a900A03A5AeCaA410/ff6E4mgG5f2VakiCWDDbZ5mUkcJ3OVtL-fv79vl8WAA,,,,,,,,,,,,,,,,
sand,https://mirror.xyz/0xC90c3a70654fD4a149a985f6cb47AB9bb8698ff0/FRKZoSiUgVFJI4oE34D6d0Zx7BkH0crCarz_1DEOrf0,,,,,,,,,,,,,,,,
Extending types for models in prisma,https://mirror.xyz/0x60D959C97833F8791260190A085d2dcF6d5Ab9D0/fyA9YpnRWN8aQ-UnWQTWEGceccPiWU7CIroiv_JPAZM,,,,,,,,,,,,,,,,
Dark Forest 神器挖掘机制“考古”,https://mirror.xyz/0xBFEe73e88b4257C6a13854c746F32a29fCB9EfD5/4GM-DrXTLZcnzUr4rA4BqRdVLVzPBw9aS0zqp_IRnI4,,,,,,,,,,,,,,,,
人類與元宇宙,https://mirror.xyz/0x1962B8B0f66703a0D84cBFBdF6013DB3759f498a/guhnwBrj6rF7p2io3AUtfsortaAk7C1Nrp4yIlBxfGI,,,,,,,,,,,,,,,,
Debounce and persist event targeting in react,https://mirror.xyz/0x60D959C97833F8791260190A085d2dcF6d5Ab9D0/JRPSfXe1Q38l1teeWNTmrXZZv8tuob0dvS7KbYNb-as,,,,,,,,,,,,,,,,
Building an ecosystem of products,https://mirror.xyz/0x60D959C97833F8791260190A085d2dcF6d5Ab9D0/4FkwzUkZIb9Lfvrh6XOIfC3irDRHNOSZu2vEf_Qg6V0,,,,,,,,,,,,,,,,
比特币：这究竟是一个什么样的区块链理想？,https://mirror.xyz/0xad9083c6CaDc572988eFB604a87E86F8dE205BdC/bEz0ZpBK147yS3iW5C9ujeSVWsnezlZLln9VCKGsf6M,,,,,,,,,,,,,,,,
Hello World,https://mirror.xyz/0xC4a3352cC8Ee101Fa04B893e0e72AC003915f41F/PT_m35fplkip9Qxfs6ILmZPXp8JlLg-JM0gstI2-HrE,,,,,,,,,,,,,,,,
为什么谎话总是很容易穿帮,https://mirror.xyz/0xFCC5eA07532613B02F8d7b23Ec3293BA58026192/-xUxl1xAGvKnNPT5wvIGD-ToET8eP-zD2D9aS4aFDpw,,,,,,,,,,,,,,,,
Annotating Your HASH - Tips from the Historians DAO,https://mirror.xyz/0xfc046c0955FCD9DfcB5C291cbCb5e9a6a18f5bfC/xpW-HLjHVyWFiC6ZcIuZHaEGsivc07GOWY_ziko2YUo,,,,,,,,,,,,,,,,
2021/11/18,https://mirror.xyz/0xfA7879eD0D031F0f4Fb3Bcac1B59C0bAF85de436/Mwa5sG-XlDd_Il_vt0LX1Y5gbRoIZwOad-82MeC3U9w,,,,,,,,,,,,,,,,
"ConsenSys, un unicornio a la conquista del software de la web3",https://mirror.xyz/0xDB584Db72160bE0694E5F91B195313dc4E13c393/pjyHs2ZMGfyfLyK2ZV8tBy4SMewCfft-pPeG44q3xZU,,,,,,,,,,,,,,,,
行走笔记：本轮牛市何时结束？原因更多来自于它,https://mirror.xyz/0x4D26CFc496eb028Eb17840Af3F71671312Cd230a/qUUrirzdlJ_zN6MqNX9eLuYGMYJj_Iy2JIGmkr0piRM,,,,,,,,,,,,,,,,
又一枝老枪《性格联想》,https://mirror.xyz/0xa2F1034A2a20b835c3b287EFC799D516b00C6C42/HSglFCs2XGJyj9YjWoEXZE4OpsY1Jd5onqIucWxA348,,,,,,,,,,,,,,,,
mick5788,https://mirror.xyz/0xaE69a6a995eEb7B7B0349359eF29aA51548869BD/WJ1hRy-BJTv7dLdnOrWsCAciKNO68pK44PUOycCY26I,,,,,,,,,,,,,,,,
如何在 Metamask 上设置 Avalanche,https://mirror.xyz/0xf3FE8c6c75bE4afB2F8200Fc77339abE4D7CFF33/0tu_Bo2Q6Xg7LSVeAi7PqhXNtHkwpyW9sZXkzFLWQH0,,,,,,,,,,,,,,,,
hello world,https://mirror.xyz/0xDe4834fFF5A5D78a27512f296888C3c4bFEf8CCe/GpZAPFOuoTC_svZd8DjrgaaN3-3Mc6-PZNpf6mUq9Ew,,,,,,,,,,,,,,,,
Automated Market Maker (AMM) Explained,https://mirror.xyz/0xA80a681cb89569dD478C4490D034ac4ea0E3D062/ALUPZ9DPqM_KqR06FWnV__zf_hu5uUDILFdAKKfitrg,,,,,,,,,,,,,,,,
Web 3.0 的第一篇文章,https://mirror.xyz/0xA6DDeA5E7a4eF5c680200BF37984A06c6CFb123D/8NanEz8iWlysR0rblSuzIZsNtlB84YHDwvcNPb90mFs,,,,,,,,,,,,,,,,
《绛霄之上》,https://mirror.xyz/0x6D85f1b7fE6477Cec2bAF871d72e3504100Cd6df/tbILgMWt2kc5V2eCkK0HOFr9Rqx6wASlOzQXZMZvL_k,,,,,,,,,,,,,,,,
一文说透元宇宙与Web3时代的重要基础设施：Rollup、波卡、Cosmos...,https://mirror.xyz/0x9159855286a8Fff053E4fA5271B36145cD8e955a/-wXF2f0TYlMpr_QXJ8RLLz2DlqnFQ-rJ79UWLNY5NZM,,,,,,,,,,,,,,,,
麻醉,https://mirror.xyz/0x0C70B20eEF88E15f601Cc26Ae5dF4D038bb293eA/Cr2S1X-oKcP6O_42bFy9gAunqjT8HgAeRNVMe1pDk0c,,,,,,,,,,,,,,,,
Metalpha Daily News Report,https://mirror.xyz/0x1Ad31EeEE92e8c16687c9Da44BE85C187D8c4064/IB86x4GooBr8TNOZCvbwZmO_0S3fAwkDzv8esLX1ESM,,,,,,,,,,,,,,,,
没有量子安全 区块链的未来是不确定的,https://mirror.xyz/0x031294914B20e2f217b47BaF87076556FeEd21c8/13M9isygq4yxEjphNYnIyKnMEeCgdOHfJVtrNrktWVM,,,,,,,,,,,,,,,,
"
人为财死，财为利亡",https://mirror.xyz/0xe46160BBb8cFd7C3556453Ee19e99e1f60B1D1f6/EMbStdpdEMnq7QALxranhdLf8O29FK3nxK9C3TR8WK8,,,,,,,,,,,,,,,,
Mina Docs｜Snapp：SNARK 驱动的应用程序,https://mirror.xyz/0xe22cbcAA0324DfA1d83cB939239e11C306c9A03f/TwyqSxOWV3W_mS7db90D3-ohrs1zhuG2wxEF47Iq55A,,,,,,,,,,,,,,,,
Rollup的现在和将来,https://mirror.xyz/0x74191A2c442dFc0FB8c8089E3b410a2067284169/b-x0fi5MfhGObZ2WZs7a_qbOjOgktds5d6qK0Z66lkM,,,,,,,,,,,,,,,,
today one,https://mirror.xyz/0x0082dc9791f8b6e519bD728D8B7Fc90787093772/7pDlun1rmGGKdNpCsq6VmvsuJql5dpNg6oqlSEuesSw,,,,,,,,,,,,,,,,
去中心化金融系列之一：DeFi的诞生和应用（稳定币）,https://mirror.xyz/0xBe0abAf10816D183B1b6fd39D3dA4EB750E5b6FA/7L0scaTdUa0o0MjoBxozbqpzaNqbafuTBANK66pEXRA,,,,,,,,,,,,,,,,
Constitution，starsharks,https://mirror.xyz/0x4ecbaa7D2f86f2D78C04f49986eC2c57938752a6/-V1nYLmZ8TZoVaaNrd1CdhuRSbTRFf9wR8FOBjJ4KR8,,,,,,,,,,,,,,,,
The fall and rise of attention: towards a direct-to-audience economy,https://musicx.mirror.xyz/K_5jjCIrXmahW0cOLUDi0eO92o3_ZaOuZfncmCwgq58,,,,,,,,,,,,,,,,
大胆的尝试,https://mirror.xyz/0xAdDf5806ac2f8E9C305AeE60313be474A8B785B6/onGDcS5o0lzzGJhC-j7xlMd8PWHHJmfw9rt5fib17Pc,,,,,,,,,,,,,,,,
& Mental Health,https://mirror.xyz/0x186Ea56F0a40c5593A697B3E804968b8C5920Ff3/gOIvBzBkt5pHL5DxPJTWkIKKXAUmfOAAQS0kZcoWj6Q,,,,,,,,,,,,,,,,
谈谈MtGox赔付及安全警钟,https://mirror.xyz/0x81d29A783AF7B6fCDa88664925a05Ca508E296Ca/KAMfktAGiee5tQeftP2FzHJhUEM_8YjHDG775dV1s5E,,,,,,,,,,,,,,,,
刷空投刷空投~,https://mirror.xyz/0xb804D0a16870E2fF870935e336733bC7fbE65BEB/7vNzIY8fWVlY6r9Abaohk4P9Z4X8gmLVsgrTycGztl8,,,,,,,,,,,,,,,,
环球时报刊登评论：莫再对虚拟货币心存侥幸,https://mirror.xyz/0xBA8532E1922314B770b118390E69DeB79d452b54/iXDx3A57-gtKgKRxl0lfDwSzcXHdLNQbDsSnRwNFAjU,,,,,,,,,,,,,,,,
GameFi平台的崛起之路,https://mirror.xyz/0x3CA5098c418A1fdBdA9fbEa4eb0C28d3C1c58324/7akugVQJ4_BtgWoxW5WIyFwWNu3EMEiGjbW7-z1LHTg,,,,,,,,,,,,,,,,
11/18 Cobo Labs Daily,https://mirror.xyz/0xBD8dA373754e7eAB7Bc98dFca9FBdD021D0E1C2f/O5RcvV8f8Ovsh0VnFNaqGUBEXPzq7UboKgJiHf-XQ1g,,,,,,,,,,,,,,,,
我想找个人，找到他是毕业最好的礼物,https://mirror.xyz/0xcDB17030d9B2B9A37f4b0A998023c0E9e229B59b/7DNRVgdRt7cBp1GJvZBj0NrNDH2yYPD-zx6sswuTIvE,,,,,,,,,,,,,,,,
好运气,https://mirror.xyz/0x67a8BFc099787a265523ac4B8e60fC54bBA2c2E6/7KykOUxUN1AK8xuAilPnK4NDT6akRMCCVNCY0XZbP7o,,,,,,,,,,,,,,,,
好久不见,https://mirror.xyz/0x34e355232986AFcD5Dd71f317E6Ff53FFe30822f/B1-H_AEU100uX0saI7ZTWHjSKf5sJdn0ga_EI9HL7d0,,,,,,,,,,,,,,,,
Introducing Aave Arc,https://aave.mirror.xyz/JcA9DzQHK6o8YYMmxtH43Vqq5HoHvjrTrFnd_UprKWQ,,,,,,,,,,,,,,,,
"技术可扩展性如何创造社会可扩展性
",https://mirror.xyz/0xaF7F5e2B1d4E153bA706Fe2386FD83259Db6384A/Zi0wG_8hF1SF-PVKbMg6Lov9Y9MJQIVi-FoKmyZnsP4,,,,,,,,,,,,,,,,
Grow Your Creator Business by Improving Retention and Engagement,https://mirror.xyz/0xcAB28BE5F5315407d9faC010F8435628f0124017/VDGM2hZTJeC6t70gwFWqE6So4d-Vwz1uS1SfUtnWGHc,,,,,,,,,,,,,,,,
How to Grow Your Audience With the Growth Loop Framework,https://mirror.xyz/0xcAB28BE5F5315407d9faC010F8435628f0124017/NzwDcQ4SQTSM50CdwOPpqK4G1umOWiLFBE0FqFns5qw,,,,,,,,,,,,,,,,
"Taproot已激活：不是比特币进化慢，而是我们进化慢
",https://mirror.xyz/0xc369293570031d15a010ea5fBfED89810F12884b/eq4OtPB12eIvq_2sxQkXXuJdMjQNEBLNx2wUfh3S2n8,,,,,,,,,,,,,,,,
How to Find Market-fit as a Content Entrepreneur,https://mirror.xyz/0xcAB28BE5F5315407d9faC010F8435628f0124017/lCPksvcJE2PNNleQgU3wUmP0xZLc_ADozesJNbyTlu4,,,,,,,,,,,,,,,,
Nervos 上的首款 Layer 2 DEX 产品 YokaiSwap 将于 11 月 30 日开启 IDO,https://mirror.xyz/0xD58189F5E858A6F67319E33Fa1107eb7e679989f/3Tn7wRmcf_MFQ3DtD0569RDjhbgp2z06qTfBhgFSLyg,,,,,,,,,,,,,,,,
【基于 Nervos 的 Layer 2 DEX 产品 YokaiSwap 将于 11 月 30 日开启 IDO】,https://mirror.xyz/0xaF7F5e2B1d4E153bA706Fe2386FD83259Db6384A/NHHNqqigfNH3bm27T6S4Szvc22JHWhXeh9T70WraMcs,,,,,,,,,,,,,,,,
【加密挖矿公司 Bitdeer 计划通过 SPAC 在纳斯达克上市，估值约 40 亿美元】,https://mirror.xyz/0xaF7F5e2B1d4E153bA706Fe2386FD83259Db6384A/nPZo2Ng7OxQrsXVnUjXUjhA3AEHww-pn38qvpjFxlvY,,,,,,,,,,,,,,,,
"网络资金流
",https://mirror.xyz/0xaF7F5e2B1d4E153bA706Fe2386FD83259Db6384A/hLozk7UfuFi3FYQENeWO5O4_Z0yUBUFFORbLmWuOeAg,,,,,,,,,,,,,,,,
11.18空投个人理解,https://mirror.xyz/0x7115Da842f9Db0430D76Fa522018210f34B7f402/oqFq9lB9TybpN4a2X4C19akPI377waCSWx2TA3aWZQs,,,,,,,,,,,,,,,,
屎币日报#111 | 2021年11月18日,https://mirror.xyz/0x66A3B3AE9789581bb77D8650eABbC8DF43E9DbBc/CwS8C6HkziIpOR2J3TXkjesEZCuvij1RNIgMrRzfdyY,,,,,,,,,,,,,,,,
Why Everyone Hates the Word 'Influencer' and What It Really Means,https://mirror.xyz/0xcAB28BE5F5315407d9faC010F8435628f0124017/8FMi7rANx0rIYzux1LtzZR49OAxCWA1rVN8DowHQPnI,,,,,,,,,,,,,,,,
自我更新,https://mirror.xyz/0xa84c99db46EEC0c61919C62d9de82FC2A10471b7/U5YblevhRqhntvsxPAC1It9jgAbWIEfCIOyyVAqTmIU,,,,,,,,,,,,,,,,
first entry :),https://mirror.xyz/0xD91c242B3037Eb5548917A203d109504F5fF7d9A/FmIg30yx2GXleVKWN_qfZUnb0Gjud-nfjF7JI1e9c70,,,,,,,,,,,,,,,,
也谈仓位管理,https://mirror.xyz/0x15b8d7d53a106536d067d4D0AA5F89C7D7aaAbea/MY6dbINDqlgfMvRAyVIrUbccc4BCOVy6YBXJXUvHv18,,,,,,,,,,,,,,,,
Aleo Setup && 激励性测试网,https://mirror.xyz/0x55F2805241e925cf8A0A150C5c9011b536707295/ZzNjmhnJN_HW_c9CE3wG1lbek5vOLwWlTz0NakcMbhw,,,,,,,,,,,,,,,,
年底了，挖矿的、套现的都注意点儿，小心被人抓包冲业绩了！,https://mirror.xyz/0xE8462FdBb06d022d57fb0511589605FcAac95f62/sfSnVVawP-USuh3O2eG1V6XiJO6pIMZxPg_8pAp0trY,,,,,,,,,,,,,,,,
区块之路2021.11.18,https://mirror.xyz/0x24a33F1025338b2E7801be8e5Cf77bb28a4536a7/iyliDlDaQ_YAgBzhGp8C4-_sLDqGacmGTtvTMCQOP7c,,,,,,,,,,,,,,,,
韭菜日记,https://mirror.xyz/0xac814A2c2f4D6113d3DFce640442F0df3cB93362/m6ggkWopOYMux5ay5jkglXemO1uOjwo_MOFf7M2RQNM,,,,,,,,,,,,,,,,
Web3: Harnessing the Web's Natural Monopolies,https://mirror.xyz/0xBcfD8dDAc6B8fe5144553B50790ca631b1760FB0/cEqHyzaripXnY9W4HxfcSo5zEjgV7BpK0_Q5kjGeElk,,,,,,,,,,,,,,,,
白日夢,https://mirror.xyz/0xE63B5fF8dD77d75C62776C3796fbEA89EbC71598/8n65djfaljwTGQ_VRCYN0L41VPwbtTq7SmECb1ArYuQ,,,,,,,,,,,,,,,,
NFTs & intellectual property–what creators need to know,https://mirror.xyz/0x08DB79911BB3215CA7406e2B4Df23348Ea33915A/hThXSZbgWAmcMXR6Lty4v6kVAPWWGk_xgxaMJzJTqog,,,,,,,,,,,,,,,,
A Guide to Pricing Your NFTs,https://mirror.xyz/0x4FA4167b3C94A80416bBc768fB919BF3AcE9F8C2/tAC2aua4_KhLJjx8Xmj_jI0UcrOhEIAcEh7sG7J9hrs,,,,,,,,,,,,,,,,
"Hello,Mirror",https://mirror.xyz/0x55F2805241e925cf8A0A150C5c9011b536707295/4upqtv7PpE0tZg0u7sNE4Z3C4RST0Q4XbpIMagtfif4,,,,,,,,,,,,,,,,
"Blog-Header_Editions-01-2048x1152
Tip for using editions on Voice",https://mirror.xyz/0x35BF253f60217abF339E9a01E74bd3EEfD683ee5/GMZfsLXU9Ae8_68pXzBGTKNEL-lAjK5xUtaK7Hj9xIw,,,,,,,,,,,,,,,,
担心腊月生，惧怕腊月亡，腊月就那么可怕吗？,https://mirror.xyz/0xEFc1fD6cF7013014Cd93FE616BaBb614dc02C23A/g6c7rg3ZnksWANPxEAaCxtpNMtyVQls9l0NSyMLsEoE,,,,,,,,,,,,,,,,
BeastMV - 'PawPaw Rod - Lemonhaze',https://mirror.xyz/0x69b2B3a4Ac5009cebCf39DA9b25C8815Dc97C3bf/H9vsOn_24xuJrnaZ2Dtkkd7dhqIVe3f3FmhU83KXULc,,,,,,,,,,,,,,,,
Hello World!,https://mirror.xyz/0x6473788c87b4B6611f7cb66a88042207eeC9a146/bQLRRFLDFiFUeEX8SOVasxk0wj9Qc9F3Z0w_apOFM4s,,,,,,,,,,,,,,,,
今年2020年不要去日本,https://mirror.xyz/0xD45c8fFA20A0B2c5204eD356C9983594d330fA6A/Zg561oVvA6_1XvVae3DGlEU9YT5eg6X4BRGndW44lrc,,,,,,,,,,,,,,,,
空投(Airdrop)随想,https://mirror.xyz/0x15b8d7d53a106536d067d4D0AA5F89C7D7aaAbea/Jf6CukLj2RLk1AEMiJVjRZb6kKyEmnqzzGm2-Vbt3Bw,,,,,,,,,,,,,,,,
cro新链（附带空投）,https://mirror.xyz/0xf79E2b8746A2fa6EDCc3B6fF0938C23162911898/yB1zlAW_OXx8IVT_jnfvYrOcU5pBxev5wBFIwhV7i3Q,,,,,,,,,,,,,,,,
NFT.NYC Q&A with Chad Knight: Part I,https://mirror.xyz/0x59C9d046d43B28816393825a3688D93B82bdd625/DeI_wKfTALJZNg81ffX6z0cpVA3VlRquQV46eu1iB9o,,,,,,,,,,,,,,,,
Climate conscious NFTs are headed to Antarctica,https://mirror.xyz/0xEE836251ee934C3126ac5d9BB29AE9177a6A12e6/5uVOUqr64hc6FlDsJ-FuU6WUaY-HaSYOUDQ0z6V02m8,,,,,,,,,,,,,,,,
回忆录,https://mirror.xyz/0x6F2B2bba3D59ca218e99ccF64261c97d2289147F/TCDoKApWdMEJRlpnUXhlXMaMXag3re00JXB51JvVVrc,,,,,,,,,,,,,,,,
啥叫人品，Mirror这波空投似乎白刷了,https://mirror.xyz/0xc0F7ee3fc687173d15F1D20182A04B22D3157fb4/2qqhYd1eu033JziQHEZqXZV3WQY24ONK75ct14gwh9w,,,,,,,,,,,,,,,,
dying owl,https://mirror.xyz/0x31206E31A258C251184046AFdcb151241f8F1879/l1yyUVmBV-oV1NXVe1GjwnT1V8wbpBzuK_7-Osr-vYA,,,,,,,,,,,,,,,,
今日任务,https://mirror.xyz/0x91a53616F2aFc2f2db0Bd50eAfa9D13AB82793D5/vTH1G5i6PSiPZGEVIFQWYUNEG1Q1pLVd60a7EmTThFw,,,,,,,,,,,,,,,,
今日任务,https://mirror.xyz/0xCDB2D7eF0CbCB0DC0Dab81e24123371d9eBE4FDd/Nh9tSKzNPQiHN7_02kFjSkt4ESZp5a0nFWXnmpWmBYM,,,,,,,,,,,,,,,,
今日任务,https://mirror.xyz/0xa07a9A27213905CB276b8494e1C87E80cC614D7F/fRkVhcq8L_6zRIS80R8JSuUmj_7oyaTrla8n-8dQA8A,,,,,,,,,,,,,,,,
今日任务,https://mirror.xyz/0xa9d4c387Ac17f7E4609141cC5570f5C315D5028D/8XU4IBXmm0GZMCJLzHuI268VaTvYlezEumn4Ogu68d4,,,,,,,,,,,,,,,,
今日任务,https://mirror.xyz/0x2A49d6c4441967Db9f79790d911071A710F11D56/20EMBMA8fZM6zp91-QDFYIpmMdZj2Y8tohwAwJEW_pk,,,,,,,,,,,,,,,,
今日任务,https://mirror.xyz/0xa5e5237977024fFc8daf9d60A85D57C6377D7ad5/s6A-FSKNGnI4LaXGm97RmOELMNJ1F8fWbd048XUDzU0,,,,,,,,,,,,,,,,
11.18,https://mirror.xyz/0x6fF85c6208eE8a3bC484f73A9b8f2d55B9B01C00/LLCMwkvI7t3ANbwTa-u7llj7TwkfW90ukv1XxLKXkjs,,,,,,,,,,,,,,,,
RPL goes to Arbitrum,https://mirror.xyz/0xfdddef70093875df72988372d89b53A6273d462C/fj0HakAk4F6zdYxGrw6vbvh8LPysoFWCsz2BHNc8aD8,,,,,,,,,,,,,,,,
红楼梦68,https://mirror.xyz/0x0171fBed476A3367bB0eAAe9B63d51b9d00a60c4/YWxAwjcuzdqv0UQV5vjkB1ygQDlwWoChotJlmmJMlhM,,,,,,,,,,,,,,,,
继 DeFi 和 NFT 之后，加密世界的下一个热点 —— DAO,https://mirror.xyz/0x85ecCCF0495048873AdFd107343630C95d49F42C/xhNm7iJpTqNguytvfjZnmY2-L7YHKV3VJeAGpOngcwE,,,,,,,,,,,,,,,,
红楼梦70,https://mirror.xyz/0x05AA1fA998F323B3B552be625f5f75e583b0014A/AEJG97exBXiLudjVcMLx1wzE46OA4XsljTwHkGQIm8s,,,,,,,,,,,,,,,,
今日任务,https://mirror.xyz/0x1023baE395e7BFD7229d82A7369911F233eefEEC/EQ5UhF95dJZOYNeZ6azCZ7exE_TFJ7jepIwAWbhNI9E,,,,,,,,,,,,,,,,
11.18,https://mirror.xyz/0xd0b1A7544F642AA37dEb7Ace048EC53DaFA18C8a/nfOcF-ZsO9iGLWzW7ConbViUau1_KIVfRsUYUn9KtLk,,,,,,,,,,,,,,,,
红楼梦71,https://mirror.xyz/0x9E8ef70d112586654295d1Efb8dE0b4d8183e522/sixV2zpUCZo7D6iat41bHw64nQWR8xTTLIARawEtF74,,,,,,,,,,,,,,,,
Solana 的關鍵創新：鏈上FTX 「Mango Market」與終極算法穩定幣「UXD」,https://mirror.xyz/0xfa396090B4dfD2bd86bbf6de63635d6E390b5dE1/UnCvn0ds0H7-1-KNMXcq57jl7oGo55cDOZO3VBeWJ-E,,,,,,,,,,,,,,,,
红楼梦72,https://mirror.xyz/0x418860f6b816230Fe1D199ef08c954a688E2FD10/DhVsvpT5cG250td9D798a4Rqeb71OXBCyc-j-ZakIoM,,,,,,,,,,,,,,,,
红楼梦67,https://mirror.xyz/0x1ECd0843e88Aa5A9F82e407802a054BaD2E3D5E1/ngLbdaRfVzTQsGBXMW_DlpMkPXXW9JHc9mk3ra9gqyg,,,,,,,,,,,,,,,,
红楼梦69,https://mirror.xyz/0xb195b18757E1F56b1Bde295EE60D6EA30B9D1681/sy_NQ60qHTF4sZ9VT1KHOmY27U1VQJQMitg3wiypWOY,,,,,,,,,,,,,,,,
傻瓜都一样,https://mirror.xyz/0x9b85bD1C1337aE76be2947C200CD22A47eF90cAf/BwA_3nYlSJmM83uofwztFGSRcvmi9NO2TBu1qICf_z8,,,,,,,,,,,,,,,,
【Hackathon DAO 发布「开源黑客马拉松指南」，为 Hackathon 组织者共享知识和信息】,https://mirror.xyz/0xaF7F5e2B1d4E153bA706Fe2386FD83259Db6384A/W9RW4B31HfvCoLxvZdFaczymgmGJj5Lg_WNhVRFu54Y,,,,,,,,,,,,,,,,
今日任务,https://mirror.xyz/0x3384dd5B1BAbfB6b3AC6E75284701C176B58b03f/0NrgZtXe2VzJ1HglmTxYDEj0nEPfrSe74g669OrV3cM,,,,,,,,,,,,,,,,
红楼梦73,https://mirror.xyz/0xa47E80AAeEa7228775eC56d3C8E0C810D3c1481d/MrvN-HNwShVeIyj5jR6xWmwG1ESP-X9-kLRBrvj5d8A,,,,,,,,,,,,,,,,
Introducing Meritverse,https://mirror.xyz/0xDf765B55EF0Daa7375b87B68a6Fd57a1331e9353/rsmzni_0vNjXGdYo4EPnhTv6JMQWhBdaTu2tso0gDmg,,,,,,,,,,,,,,,,
guildfi,https://mirror.xyz/0xe9A9903DB6d7341f03a933C048aaf3D49a49CFb1/msPtQ959CurWAWryxXnpBxOsBzoYcw6xye4ooUW-Omo,,,,,,,,,,,,,,,,
红楼梦61,https://mirror.xyz/0x30068Bc3744D208F9309d00aB0289E5E350AeCCB/NtGjo9z0u6eFrcYrGbCjJJ7ax-VyB-wlY1pGznOaaTU,,,,,,,,,,,,,,,,
红楼梦65,https://mirror.xyz/0xaCF87F0F8c5b4E5D5b6665efD131c0686a0fa685/Wn6Gn4rXTt4RBojJgzn6IBmVgz2CGnHjDF2S1M_JjJQ,,,,,,,,,,,,,,,,
红楼梦66,https://mirror.xyz/0x2D54Ae63bD3Eb5A063bB8C3a1ECE67DDc5eaf867/vtmXW-HvVF7o0_XW5bLaj4eBV6cGTFp6gncm3tb0AQY,,,,,,,,,,,,,,,,
红楼梦63,https://mirror.xyz/0x763b0f458Cdb9756D7c4698c8825444a9D113c3b/5gO6MDdFKcp1eHo2mKu5haFfhnYlrGThJBImAWtoKg0,,,,,,,,,,,,,,,,
"
Jasminer**简析：元宇宙到底是什么？",https://mirror.xyz/0xFc393421639e097797034973bd45f74871c309E3/hWqkOiPfWMHSXgjBwQQ4kXBxw0gkihHbxlkoMAr6fU0,,,,,,,,,,,,,,,,
红楼梦64,https://mirror.xyz/0xf5ef18B30957b5a194a5006b71C8a60031b92ce9/FJ7syaC-2QrRzb0f90LapnsxqQVzCJs6rHbpeOxZXew,,,,,,,,,,,,,,,,
码农不码，解甲归田,https://mirror.xyz/0x1fA87a13551cafFD971cBF7581A6b319A4bC7628/QX5nqMTkWYEys-8X3aWDJjnNiYb-EHgw_t61Iu8aP60,,,,,,,,,,,,,,,,
Today's Professional Identities,https://mirror.xyz/0xDf765B55EF0Daa7375b87B68a6Fd57a1331e9353/L5MVKWU8Yigdd377bv8-hV4RvA15wdgdY07oWHiDtRg,,,,,,,,,,,,,,,,
BTC下跌的6个理由（行情分析）（视频）,https://mirror.xyz/0x3D710f42db4C0Fd584aF9fabaDE632732b727e18/9y8K6fFuu9iyLcjaJS4t7U5v39zOYbF5rmPtmrWumOE,,,,,,,,,,,,,,,,
红楼梦62,https://mirror.xyz/0xb449300292d083F02Eb14a1A1b2b1f6b8151e0f3/68WG-i-oOw_KFU40s5zjof7ifeKwxnlihnFG5WbJ2Ho,,,,,,,,,,,,,,,,
红楼梦58,https://mirror.xyz/0x3A44393fe693C5Bf7448D8fE5C96d8aAc19EfC9C/YHX6xwBrRVc3t4qIrWtvWO9LBjt8Cudnlt35Senbb40,,,,,,,,,,,,,,,,
